
 Number of wires and basis functions: 1	4607
 Drucik nr 1
1	0	0	-12.4946
2	0	0	-12.4891
3	0	0	-12.4837
4	0	0	-12.4783
5	0	0	-12.4729
6	0	0	-12.4674
7	0	0	-12.462
8	0	0	-12.4566
9	0	0	-12.4512
10	0	0	-12.4457
11	0	0	-12.4403
12	0	0	-12.4349
13	0	0	-12.4295
14	0	0	-12.424
15	0	0	-12.4186
16	0	0	-12.4132
17	0	0	-12.4078
18	0	0	-12.4023
19	0	0	-12.3969
20	0	0	-12.3915
21	0	0	-12.3861
22	0	0	-12.3806
23	0	0	-12.3752
24	0	0	-12.3698
25	0	0	-12.3644
26	0	0	-12.3589
27	0	0	-12.3535
28	0	0	-12.3481
29	0	0	-12.3427
30	0	0	-12.3372
31	0	0	-12.3318
32	0	0	-12.3264
33	0	0	-12.321
34	0	0	-12.3155
35	0	0	-12.3101
36	0	0	-12.3047
37	0	0	-12.2993
38	0	0	-12.2938
39	0	0	-12.2884
40	0	0	-12.283
41	0	0	-12.2776
42	0	0	-12.2721
43	0	0	-12.2667
44	0	0	-12.2613
45	0	0	-12.2559
46	0	0	-12.2504
47	0	0	-12.245
48	0	0	-12.2396
49	0	0	-12.2342
50	0	0	-12.2287
51	0	0	-12.2233
52	0	0	-12.2179
53	0	0	-12.2125
54	0	0	-12.207
55	0	0	-12.2016
56	0	0	-12.1962
57	0	0	-12.1908
58	0	0	-12.1853
59	0	0	-12.1799
60	0	0	-12.1745
61	0	0	-12.1691
62	0	0	-12.1636
63	0	0	-12.1582
64	0	0	-12.1528
65	0	0	-12.1474
66	0	0	-12.1419
67	0	0	-12.1365
68	0	0	-12.1311
69	0	0	-12.1257
70	0	0	-12.1202
71	0	0	-12.1148
72	0	0	-12.1094
73	0	0	-12.1039
74	0	0	-12.0985
75	0	0	-12.0931
76	0	0	-12.0877
77	0	0	-12.0822
78	0	0	-12.0768
79	0	0	-12.0714
80	0	0	-12.066
81	0	0	-12.0605
82	0	0	-12.0551
83	0	0	-12.0497
84	0	0	-12.0443
85	0	0	-12.0388
86	0	0	-12.0334
87	0	0	-12.028
88	0	0	-12.0226
89	0	0	-12.0171
90	0	0	-12.0117
91	0	0	-12.0063
92	0	0	-12.0009
93	0	0	-11.9954
94	0	0	-11.99
95	0	0	-11.9846
96	0	0	-11.9792
97	0	0	-11.9737
98	0	0	-11.9683
99	0	0	-11.9629
100	0	0	-11.9575
101	0	0	-11.952
102	0	0	-11.9466
103	0	0	-11.9412
104	0	0	-11.9358
105	0	0	-11.9303
106	0	0	-11.9249
107	0	0	-11.9195
108	0	0	-11.9141
109	0	0	-11.9086
110	0	0	-11.9032
