
 Number of wires and basis functions: 1	5631
 Drucik nr 1
1	0	0	-12.4956
2	0	0	-12.4911
3	0	0	-12.4867
4	0	0	-12.4822
5	0	0	-12.4778
6	0	0	-12.4734
7	0	0	-12.4689
8	0	0	-12.4645
9	0	0	-12.46
10	0	0	-12.4556
11	0	0	-12.4512
12	0	0	-12.4467
13	0	0	-12.4423
14	0	0	-12.4379
15	0	0	-12.4334
16	0	0	-12.429
17	0	0	-12.4245
18	0	0	-12.4201
19	0	0	-12.4157
20	0	0	-12.4112
21	0	0	-12.4068
22	0	0	-12.4023
23	0	0	-12.3979
24	0	0	-12.3935
25	0	0	-12.389
26	0	0	-12.3846
27	0	0	-12.3801
28	0	0	-12.3757
29	0	0	-12.3713
30	0	0	-12.3668
31	0	0	-12.3624
32	0	0	-12.358
33	0	0	-12.3535
34	0	0	-12.3491
35	0	0	-12.3446
36	0	0	-12.3402
37	0	0	-12.3358
38	0	0	-12.3313
39	0	0	-12.3269
40	0	0	-12.3224
41	0	0	-12.318
42	0	0	-12.3136
43	0	0	-12.3091
44	0	0	-12.3047
45	0	0	-12.3002
46	0	0	-12.2958
47	0	0	-12.2914
48	0	0	-12.2869
49	0	0	-12.2825
50	0	0	-12.2781
51	0	0	-12.2736
52	0	0	-12.2692
53	0	0	-12.2647
54	0	0	-12.2603
55	0	0	-12.2559
56	0	0	-12.2514
57	0	0	-12.247
58	0	0	-12.2425
59	0	0	-12.2381
60	0	0	-12.2337
61	0	0	-12.2292
62	0	0	-12.2248
63	0	0	-12.2203
64	0	0	-12.2159
65	0	0	-12.2115
66	0	0	-12.207
67	0	0	-12.2026
68	0	0	-12.1982
69	0	0	-12.1937
70	0	0	-12.1893
71	0	0	-12.1848
72	0	0	-12.1804
73	0	0	-12.176
74	0	0	-12.1715
75	0	0	-12.1671
76	0	0	-12.1626
77	0	0	-12.1582
78	0	0	-12.1538
79	0	0	-12.1493
80	0	0	-12.1449
81	0	0	-12.1404
82	0	0	-12.136
83	0	0	-12.1316
84	0	0	-12.1271
85	0	0	-12.1227
86	0	0	-12.1183
87	0	0	-12.1138
88	0	0	-12.1094
89	0	0	-12.1049
90	0	0	-12.1005
91	0	0	-12.0961
92	0	0	-12.0916
93	0	0	-12.0872
94	0	0	-12.0827
95	0	0	-12.0783
96	0	0	-12.0739
97	0	0	-12.0694
98	0	0	-12.065
99	0	0	-12.0605
100	0	0	-12.0561
101	0	0	-12.0517
102	0	0	-12.0472
103	0	0	-12.0428
104	0	0	-12.0384
105	0	0	-12.0339
106	0	0	-12.0295
107	0	0	-12.025
108	0	0	-12.0206
109	0	0	-12.0162
110	0	0	-12.0117
111	0	0	-12.0073
112	0	0	-12.0028
113	0	0	-11.9984
114	0	0	-11.994
115	0	0	-11.9895
116	0	0	-11.9851
117	0	0	-11.9806
118	0	0	-11.9762
119	0	0	-11.9718
120	0	0	-11.9673
121	0	0	-11.9629
122	0	0	-11.9585
123	0	0	-11.954
124	0	0	-11.9496
125	0	0	-11.9451
126	0	0	-11.9407
127	0	0	-11.9363
128	0	0	-11.9318
129	0	0	-11.9274
130	0	0	-11.9229
131	0	0	-11.9185
132	0	0	-11.9141
133	0	0	-11.9096
134	0	0	-11.9052
135	0	0	-11.9007
136	0	0	-11.8963
137	0	0	-11.8919
138	0	0	-11.8874
139	0	0	-11.883
140	0	0	-11.8786
141	0	0	-11.8741
142	0	0	-11.8697
143	0	0	-11.8652
144	0	0	-11.8608
145	0	0	-11.8564
146	0	0	-11.8519
147	0	0	-11.8475
148	0	0	-11.843
149	0	0	-11.8386
150	0	0	-11.8342
151	0	0	-11.8297
152	0	0	-11.8253
153	0	0	-11.8208
154	0	0	-11.8164
155	0	0	-11.812
156	0	0	-11.8075
157	0	0	-11.8031
158	0	0	-11.7987
159	0	0	-11.7942
160	0	0	-11.7898
161	0	0	-11.7853
162	0	0	-11.7809
163	0	0	-11.7765
164	0	0	-11.772
165	0	0	-11.7676
166	0	0	-11.7631
167	0	0	-11.7587
168	0	0	-11.7543
169	0	0	-11.7498
170	0	0	-11.7454
171	0	0	-11.7409
172	0	0	-11.7365
173	0	0	-11.7321
